id,label,username,name,type,tweet_count,in_degree,out_degree,weighted_in_degree,weighted_out_degree,years,score
914424838923616257,@katawindiano,katawindiano,Katawindiano,user,1,0,4,0,4,2017:1,7
216863293,@kedadetenido,kedadetenido,kedadetenido,user,1,0,4,0,4,2019:1,7
269315346,@kirovast,kirovast,Kirov,user,1,2,2,2,2,2016:1,7
1924136395,@KizkiKiz,KizkiKiz,kizki 🔻,user,1,1,3,1,3,2017:1,7
728599002,@Komandante_Solo,Komandante_Solo,Txente,user,1,0,4,0,4,2016:1,7
823169425776017408,@KtxMtz,KtxMtz,Ktx Mtz,user,1,2,2,2,2,2018:1,7
821062802,@LaCasaGroga,LaCasaGroga,Das Gelbe Haus,user,1,0,4,0,4,2018:1,7
770946481352310784,@laelilion,laelilion,Eli Leon,user,1,2,2,2,2,2019:1,7
1017881939091607553,@Lainvestigador1,Lainvestigador1,observadora,user,1,0,4,0,4,2019:1,7
983455735,@Lamismamente,Lamismamente,Gracia 🇪🇸,user,1,2,2,2,2,2018:1,7
22807788,@LaPandereta,LaPandereta,La Pandereta,user,1,0,4,0,4,2017:1,7
237856792,@Legadema1,Legadema1,Carolina,user,1,0,4,0,4,2019:1,7
3086787360,@lenceriaentre2,lenceriaentre2,Jose L.,user,1,0,4,0,4,2016:1,7
2998488083,@Libre_FM,Libre_FM,LIBREFM.ES🎧,user,1,2,2,2,2,2019:1,7
254668188,@llanofaidiello,llanofaidiello,Rosa Álvarez,user,1,0,4,0,4,2017:1,7
962135161,@Lliure_i_dona,Lliure_i_dona,Llibertat,user,1,0,4,0,4,2014:1,7
215091878,@lolaromeu10,lolaromeu10,maria dolores romeu,user,1,0,4,0,4,2014:1,7
2730704201,@LolaypPelota,LolaypPelota,Lolesc,user,1,0,4,0,4,2016:1,7
315470581,@Lolyglez13,Lolyglez13,Dolores González,user,1,0,4,0,4,2019:1,7
2363137614,@LoreArMa,LoreArMa,Lorena,user,1,0,4,0,4,2019:1,7
413997670,@Luigivcf,Luigivcf,#luigi_vcf,user,1,0,4,0,4,2018:1,7
143464150,@luisalfonsogll,luisalfonsogll,Luis Alfonso Gonzalez💢,user,1,0,4,0,4,2017:1,7
999294584869081088,@LuisRetana1927,LuisRetana1927,ALGUI.,user,1,2,1,3,1,2019:1,7
15180395,@LuisSalvador,LuisSalvador,Luis Salvador GRX,user,1,0,4,0,4,2011:1,7
95037078,@MacClau,MacClau,Claudia Mardones,user,1,0,4,0,4,2015:1,7
49946383,@Mafouz,Mafouz,Jaime Riviere,user,1,0,4,0,4,2014:1,7
737460386,@MagdalenaSalced,MagdalenaSalced,MSalcedo.🇪🇸🌍🏳️,user,1,0,4,0,4,2018:1,7
797491284348960769,@magufer1968,magufer1968,Maria Gutiérrez Fedz,user,1,0,4,0,4,2017:1,7
920706829822431234,@Mailahiess,Mailahiess,Mailahies,user,1,0,4,0,4,2017:1,7
13445552,@malayerba,malayerba,Malayerba 🇵🇸,user,1,0,4,0,4,2018:1,7
1446051530,@ManuCabreado,ManuCabreado,Manu,user,1,1,3,1,3,2016:1,7
279953146,@manuelgalvezgod,manuelgalvezgod,Manuel Gálvez,user,1,2,2,2,2,2018:1,7
1137379507,@marcbqmarc,marcbqmarc,bq,user,1,0,4,0,4,2019:1,7
1112399562,@marcopomapesca,marcopomapesca,Marco Pomares,user,1,0,4,0,4,2019:1,7
2176274509,@MarcoZarko,MarcoZarko,@MarcoZarko,user,1,0,4,0,4,2014:1,7
906470095,@Maria_Carbon,Maria_Carbon,María Carbón Salas,user,1,0,4,0,4,2016:1,7
301518024,@maribelmorte,maribelmorte,maribel morte💜,user,1,0,4,0,4,2019:1,7
955561146869866496,@marilomallo,marilomallo,Marilomallo,user,1,3,1,3,1,2019:1,7
222395782,@marisol_Ayala,marisol_Ayala,marisol ayala ojeda,user,1,0,3,0,4,2018:1,7
1334948240,@Marmerbc,Marmerbc,Marmerbc🔻,user,1,0,4,0,4,2018:1,7
193684815,@marta8m,marta8m,martinika,user,1,0,4,0,4,2018:1,7
540263648,@MartinLaviana,MartinLaviana,Martin Laviana Cuetos,user,1,1,3,1,3,2018:1,7
257437058,@Maximosro,Maximosro,Rothar,user,1,0,4,0,4,2016:1,7
2687619536,@MdM_Navarra,MdM_Navarra,Médicos del Mundo Navarra,user,0,5,0,7,0,,7
2923553878,@MGGiiino,MGGiiino,MGGino🔻 ❤️💛💜,user,1,0,4,0,4,2016:1,7
611836840,@Micmicamic,Micmicamic,Mk,user,1,0,4,0,4,2016:1,7
898457047,@MigueldelRio5,MigueldelRio5,Miguel del Rio,user,1,0,4,0,4,2016:1,7
339645628,@mjlburillo,mjlburillo,m josé lázaro🍏🍏,user,1,0,4,0,4,2013:1,7
45148864,@mneus,mneus,Niju🫶🫰🥝,user,1,2,2,2,2,2019:1,7
4048248635,@monolovl,monolovl,lolotemple,user,1,0,4,0,4,2016:1,7
992176286029303808,@MoraAngele,MoraAngele,AnGePineS,user,1,0,4,0,4,2019:1,7
334067989,@mpocina,mpocina,ines pociña perez,user,1,0,4,0,4,2019:1,7
501695396,@mxaolina,mxaolina,Marga 🎗,user,1,0,4,0,4,2017:1,7
233151487,@nadanien,nadanien,Nadie,user,1,0,4,0,4,2019:1,7
875030394256732165,@nefertiti115,nefertiti115,Alejandro 🇪🇸🇪🇸,user,1,0,4,0,4,2017:1,7
2868906423,@Nerea952512,Nerea952512,Nerea/❤️🇪🇸🏳️‍🌈,user,1,0,3,0,4,2018:1,7
4915471623,@NextColombo,NextColombo,Pepe Rubio ❤️ 🇪🇦 🇪🇺,user,1,1,3,1,3,2016:1,7
901380185123061760,@NietCos,NietCos,Niet Cos #FemRiTA🏴‍☠️,user,1,0,4,0,4,2019:1,7
720045174,@Noble_Loup,Noble_Loup,Adolfo,user,1,0,4,0,4,2017:1,7
47622531,@nurlov,nurlov,Nora Hammad Hamida,user,1,0,4,0,4,2018:1,7
274116625,@olgagranado,olgagranado,olga granado,user,1,0,4,0,4,2018:1,7
415619696,@OriolFito,OriolFito,Uri,user,1,0,4,0,4,2017:1,7
1931113591,@Otgerina83,Otgerina83,La Beatriz Xulapa,user,1,0,4,0,4,2015:1,7
1335092845,@PabloCoraje,PabloCoraje,Pablo Coraje ►,user,1,0,4,0,4,2016:1,7
274489276,@pacoespana,pacoespana,Francisco España,user,1,0,4,0,4,2019:1,7
757683766685011968,@Pandora06010040,Pandora06010040,Pandora,user,1,0,4,0,4,2019:1,7
749781804450779136,@pere_escude,pere_escude,🎗Pedrão🎗🏊🏻‍♀️🚴🏼‍♂️🏃🏽‍♂️🍺,user,1,2,2,2,2,2018:1,7
1026029208366211072,@personayx,personayx,Victimismo feminista 🏳️‍⚧️🏳️‍🌈,user,1,0,4,0,4,2018:1,7
2826121574,@poldurjan,poldurjan,pol durjan 🎗,user,1,0,4,0,4,2017:1,7
227344272,@ProdiNoms,ProdiNoms,Jose Pródigo,user,1,0,4,0,4,2015:1,7
265338213,@rafaguiler,rafaguiler,Rafa Aguilera,user,1,0,4,0,4,2018:1,7
3347485389,@raizxxmorada,raizxxmorada,RosaEspinosa,user,1,0,4,0,4,2019:1,7
625384240,@Ramosabad79,Ramosabad79,MigueRab,user,1,0,4,0,4,2019:1,7
2972808281,@RC823783614,RC823783614,🅽🆄🆁🅸🅰,user,1,0,4,0,4,2018:1,7
898609916558159873,@ResetAndaluz,ResetAndaluz,Mario Cebrian,user,1,0,4,0,4,2019:1,7
2907733960,@RimanimeRibas,RimanimeRibas,Dadá,user,1,0,4,0,4,2019:1,7
1067861002639867905,@Rocio60171088,Rocio60171088,Rocio,user,1,0,4,0,4,2019:1,7
1109085526169128961,@Rocio67528968,Rocio67528968,Rocio,user,1,0,4,0,4,2019:1,7
697443656706453504,@RockTrolla,RockTrolla,Pazuzu Oil & Coke👽 🇪🇸,user,1,0,4,0,4,2019:1,7
1857416682,@RojoUno1,RojoUno1,Carlitos,user,1,0,4,0,4,2019:1,7
781928360612093952,@Rosa_do210,Rosa_do210,TherasiaD 🌹❤🌹,user,1,0,4,0,4,2019:1,7
4735654095,@rosarubiomartin,rosarubiomartin,Rosa Rubio🌾,user,1,0,4,0,4,2016:1,7
1100311438684499968,@RubialesPepita,RubialesPepita,J Trubiales gak,user,1,0,4,0,4,2019:1,7
3004438395,@Sarramball,Sarramball,Sarramball 🇧🇪,user,1,0,4,0,4,2019:1,7
308560113,@sebas221071,sebas221071,Gon,user,1,0,4,0,4,2016:1,7
2790555157,@SebasMelm,SebasMelm,Sebastian Melmoth,user,1,0,4,0,4,2019:1,7
224188407,@Senapismo,Senapismo,𝑨𝒍 𝑷𝒓𝒂𝒛𝒐𝒍𝒂𝒎 🍉🌧️❄️🌨️,user,1,0,4,0,4,2015:1,7
151426784,@SenyorDelCaos,SenyorDelCaos,🔥𝕾𝖊𝖓𝖞𝖔𝖗𝕯𝖊𝖑𝕮𝖆𝖔𝖘🔥,user,1,0,4,0,4,2017:1,7
288293100,@sinsolenlatarde,sinsolenlatarde,Absalón,user,1,0,4,0,4,2018:1,7
903723693561569280,@SocialismoCivil,SocialismoCivil,SCA,user,1,0,4,0,4,2017:1,7
795018019374268416,@Sofiawallas,Sofiawallas,Sofia❤💛💜,user,1,0,4,0,4,2019:1,7
187937321,@solumbria,solumbria,Luis R. González @Solumbria,user,1,0,4,0,4,2016:1,7
2178242992,@sonrisaminiyo,sonrisaminiyo,lasonrisademiniyo💚,user,1,0,4,0,4,2016:1,7
512424046,@souxber,souxber,Souber,user,1,0,4,0,4,2017:1,7
751155000777306112,@Stetson2016,Stetson2016,Stetson,user,1,0,4,0,4,2016:1,7
129351398,@STOPNAZIFASCSMO,STOPNAZIFASCSMO,Aszenn,user,1,0,4,0,4,2019:1,7
401917911,@Stvk4Miguel,Stvk4Miguel,Miguel aKa $tvk4,user,1,0,4,0,4,2017:1,7
266756119,@Suso_Ares,Suso_Ares,Suso Ares,user,1,0,4,0,4,2016:1,7
1316863074,@SweethomePumu,SweethomePumu,pumuki 🐾,user,1,0,4,0,4,2019:1,7
1419094868,@Tere_llm,Tere_llm,MTLP 🎗,user,1,0,4,0,4,2018:1,7
3173608300,@Teresa_Lisbonn,Teresa_Lisbonn,teresa lisbon,user,1,0,4,0,4,2019:1,7
1176415704,@TeresaMontao,TeresaMontao,Teresa Montaño,user,1,0,4,0,4,2014:1,7
225176607,@Terry_Cola75,Terry_Cola75,🌀Terry~Cola🌀,user,1,0,4,0,4,2016:1,7
375693125,@tino_cebrian,tino_cebrian,tino alvarez cebrián,user,1,0,4,0,4,2019:1,7
464829352,@tinogalache,tinogalache,Tino,user,1,0,4,0,4,2019:1,7
231072398,@tomyespancho,tomyespancho,Tomás Caamaño,user,1,0,4,0,4,2016:1,7
1179981192,@trendinaliaES,trendinaliaES,Trendinalia España,user,1,1,3,1,3,2016:1,7
3630357682,@Trivino68,Trivino68,Javier Triviño Sanch,user,1,0,4,0,4,2019:1,7
970615196048936960,@TTuiteroman,TTuiteroman,Bufff!,user,1,1,3,1,3,2019:1,7
232157922,@tutxi1,tutxi1,tutxi1,user,1,1,3,1,3,2018:1,7
1137972744,@TuVecinoDeAtico,TuVecinoDeAtico,Tu vecino del ático 🇮🇨 ⵣ 🇵🇸 🍉,user,1,0,4,0,4,2014:1,7
2484481846,@txolokiriki1,txolokiriki1,txolo,user,1,2,2,2,2,2019:1,7
2872829039,@txusynatalia,txusynatalia,txus sanchez,user,1,0,4,0,4,2019:1,7
61330962,@Unseulmot,Unseulmot,Un Seul Mot,user,1,0,4,0,4,2016:1,7
236476259,@V_ictorhr,V_ictorhr,Víctor,user,1,0,4,0,4,2014:1,7
773609842137239552,@Valentia304,Valentia304,Liberal Valiente,user,1,0,4,0,4,2016:1,7
427566707,@valentmo,valentmo,Valent,user,1,1,3,1,3,2015:1,7
963723012301312000,@valis2016,valis2016,valis non grata. 🔻💜,user,1,0,3,0,4,2019:1,7
293214255,@vallipucelano,vallipucelano,jose manuel,user,1,0,4,0,4,2017:1,7
372511326,@velena_AP,velena_AP,velena,user,1,0,3,0,4,2019:1,7
2737111869,@vengoaporti_,vengoaporti_,Tu Peor Pesadilla,user,1,0,4,0,4,2016:1,7
811383638227095552,@veqoda,veqoda,juan benavente,user,1,0,4,0,4,2018:1,7
173882426,@viennagrl,viennagrl,Vienna girl,user,1,0,3,0,4,2016:1,7
2162241092,@villacrosa,villacrosa,anna maria ribas🎗🎗🎗🎗🎗,user,1,0,4,0,4,2017:1,7
923874794,@vines1926,vines1926,vines,user,1,0,4,0,4,2016:1,7
391920314,@VivaNerva,VivaNerva,Carlos Cerrato,user,1,0,4,0,4,2018:1,7
189593199,@x_mensaje,x_mensaje,Jose A. A.,user,1,0,4,0,4,2017:1,7
19554294,@xacobeig,xacobeig,XIP,user,1,0,4,0,4,2017:1,7
166091935,@XalbaZ,XalbaZ,XalbaZ,user,1,0,4,0,4,2017:1,7
450038991,@yacareto,yacareto,Javier Pérez,user,1,0,4,0,4,2016:1,7
456166659,@yagogarita,yagogarita,CALL ME SNOWBALL!,user,1,0,4,0,4,2019:1,7
375889384,@YoCambio20D,YoCambio20D,🔻Antifascismo💜,user,1,0,4,0,4,2019:1,7
3079222828,@yojquemeparto,yojquemeparto,elcampesino,user,1,0,4,0,4,2016:1,7
2511129816,@YoJuanaytu,YoJuanaytu,Juana Gómez Serrano,user,1,0,4,0,4,2016:1,7
390672943,390672943,,,derived,0,1,0,7,0,,7
168779198,168779198,,,derived,0,1,0,7,0,,7
358920310,358920310,,,derived,0,1,0,7,0,,7
267718288,267718288,,,derived,0,2,0,7,0,,7
271334005,271334005,,,derived,0,3,0,7,0,,7
tweet:874667754695077889,tweet:874667754695077889,,,tweet,0,3,0,7,0,,7
856814582836465668,856814582836465668,,,derived,0,2,0,7,0,,7
2283898814,2283898814,,,derived,0,3,0,7,0,,7
82065016,82065016,,,derived,0,4,0,7,0,,7
408579266,408579266,,,derived,0,3,0,7,0,,7
224355001,224355001,,,derived,0,3,0,7,0,,7
429850174,429850174,,,derived,0,4,0,7,0,,7
465055938,465055938,,,derived,0,3,0,7,0,,7
326043689,326043689,,,derived,0,3,0,7,0,,7
117439423,117439423,,,derived,0,2,0,7,0,,7
123062524,123062524,,,derived,0,4,0,7,0,,7
3143935509,3143935509,,,derived,0,4,0,7,0,,7
875863190827139073,875863190827139073,,,derived,0,4,0,7,0,,7
612006399,612006399,,,derived,0,4,0,7,0,,7
57967465,57967465,,,derived,0,4,0,7,0,,7
1380471169,1380471169,,,derived,0,4,0,7,0,,7
864813025,864813025,,,derived,0,4,0,7,0,,7
779283294512934912,779283294512934912,,,derived,0,4,0,7,0,,7
479573011,479573011,,,derived,0,4,0,7,0,,7
1039641493265362944,1039641493265362944,,,derived,0,4,0,7,0,,7
242822293,242822293,,,derived,0,4,0,7,0,,7
235326679,235326679,,,derived,0,4,0,7,0,,7
1069214109273604101,1069214109273604101,,,derived,0,4,0,7,0,,7
264129896,264129896,,,derived,0,4,0,7,0,,7
250271459,250271459,,,derived,0,4,0,7,0,,7
853956856536068096,853956856536068096,,,derived,0,4,0,7,0,,7
1270776432,1270776432,,,derived,0,3,0,7,0,,7
3063978994,3063978994,,,derived,0,5,0,7,0,,7
1008422613381799937,1008422613381799937,,,derived,0,3,0,7,0,,7
364213211,364213211,,,derived,0,3,0,7,0,,7
405996527,405996527,,,derived,0,4,0,7,0,,7
741550521450921984,741550521450921984,,,derived,0,4,0,7,0,,7
253485286,253485286,,,derived,0,4,0,7,0,,7
1101851269,1101851269,,,derived,0,4,0,7,0,,7
274496773,274496773,,,derived,0,5,0,7,0,,7
tweet:1170293249703055360,tweet:1170293249703055360,,,tweet,0,5,0,7,0,,7
435922081,435922081,,,derived,0,5,0,7,0,,7
365957901,365957901,,,derived,0,4,0,7,0,,7
782230752947802112,782230752947802112,,,derived,0,6,0,7,0,,7
588255317,588255317,,,derived,0,6,0,7,0,,7
158658247,158658247,,,derived,0,5,0,7,0,,7
33849557,33849557,,,derived,0,6,0,7,0,,7
3010942241,3010942241,,,derived,0,5,0,7,0,,7
195010421,195010421,,,derived,0,6,0,7,0,,7
239370009,239370009,,,derived,0,6,0,7,0,,7
20690104,20690104,,,derived,0,6,0,7,0,,7
3163950682,3163950682,,,derived,0,5,0,7,0,,7
199231277,199231277,,,derived,0,6,0,7,0,,7
2905232597,2905232597,,,derived,0,6,0,7,0,,7
23138926,23138926,,,derived,0,4,0,7,0,,7
778612273,778612273,,,derived,0,6,0,7,0,,7
1905101839600619521,1905101839600619521,,,derived,0,5,0,7,0,,7
803291118,803291118,,,derived,0,6,0,7,0,,7
tweet:1196841263703756803,tweet:1196841263703756803,,,tweet,0,6,0,7,0,,7
172677718,172677718,,,derived,0,5,0,7,0,,7
108278944,108278944,,,derived,0,5,0,7,0,,7
85380453,85380453,,,derived,0,6,0,7,0,,7
29786507,29786507,,,derived,0,7,0,7,0,,7
tweet:773886767158231040,tweet:773886767158231040,,,tweet,0,7,0,7,0,,7
581599156,581599156,,,derived,0,7,0,7,0,,7
tweet:866398070296252416,tweet:866398070296252416,,,tweet,0,7,0,7,0,,7
tweet:1002963566696259585,tweet:1002963566696259585,,,tweet,0,7,0,7,0,,7
183178222,183178222,,,derived,0,7,0,7,0,,7
tweet:1102100436146941952,tweet:1102100436146941952,,,tweet,0,7,0,7,0,,7
tweet:1089247573913845767,tweet:1089247573913845767,,,tweet,0,7,0,7,0,,7
709357424348680193,@__sergi,__sergi,MK trader,user,1,2,1,2,1,2019:1,6
723968702,@_AEDA_,_AEDA_,AEDA Narración Oral,user,2,0,0,0,0,2017:2,6
962403094364590081,@_arribaEspana_,_arribaEspana_,ARRIBA ESPAÑA,user,1,0,3,0,3,2019:1,6
374965444,@_Gafas_y_reloj_,_Gafas_y_reloj_,Albert #PaísValencià 🔻🇵🇸,user,1,2,1,2,1,2016:1,6
804310088,@_garabatu,_garabatu,Isabel ♀🍉,user,1,0,3,0,3,2018:1,6
124451260,@_skolt_,_skolt_,Skoltㅤ,user,1,0,3,0,3,2016:1,6
1006612042231504896,@005Morgana,005Morgana,Morgana_005 Toñi🔻,user,1,0,3,0,3,2019:1,6
2938595907,@012_angelillo,012_angelillo,illo,user,1,0,3,0,3,2018:1,6
14385158,@1000rayosdeluz,1000rayosdeluz,Mon Rai,user,1,0,3,0,3,2019:1,6
3244005040,@2793dbb17d66406,2793dbb17d66406,Ana Rojo,user,1,0,3,0,3,2018:1,6
301045311,@54Chema,54Chema,Chema,user,1,0,3,0,3,2016:1,6
1559939942,@A_gui_la,A_gui_la,✵ ✶  José  Manuel  ✶ ✵,user,1,0,3,0,3,2014:1,6
287171593,@abitossanzgonz,abitossanzgonz,Biffco Tannen,user,1,2,1,2,1,2019:1,6
2951872991,@AcoVicente,AcoVicente,VICENTE VILLEGAS ACO,user,1,0,3,0,3,2018:1,6
2570403077,@ahr_rom,ahr_rom,Alicia Hernandez Rom,user,1,0,3,0,3,2015:1,6
162687658,@Alber8295,Alber8295,Alber,user,1,0,3,0,3,2014:1,6
498994627,@alexgato74,alexgato74,alejandro 🇪🇸❤️💛💜🔻,user,1,0,3,0,3,2019:1,6
815602929172443136,@Alf87950460,Alf87950460,Alf,user,1,0,3,0,3,2018:1,6
1150378904244379648,@alijandromagno,alijandromagno,🍉@más_vale_alimaña_que_fuerza,user,1,0,3,0,3,2019:1,6
2858977301,@AlvaroBotias,AlvaroBotias,Álvaro Botias Benedit ⚖️ 💚,user,1,2,1,2,1,2018:1,6
104483531,@AnaGeena35,AnaGeena35,Malas pulgas,user,1,0,3,0,3,2016:1,6
3032872749,@anasvizcayno,anasvizcayno,AnaS 💙,user,1,0,3,0,3,2019:1,6
210394373,@AnaTeresaPerez,AnaTeresaPerez,Ana Teresa Pérez,user,1,0,3,0,3,2016:1,6
920986335707566081,@angaviher,angaviher,Angel,user,1,0,3,0,3,2019:1,6
240757471,@anjorma3,anjorma3,anjorma,user,1,2,1,2,1,2016:1,6
2257084204,@anxo_gm,anxo_gm,AnxoGM,user,1,1,2,1,2,2014:1,6
343293929,@ArribasJos,ArribasJos,José María Arribas,user,1,1,2,1,2,2019:1,6
2932115764,@asinosvay,asinosvay,AsíNosVa,user,1,1,2,1,2,2019:1,6
215375844,@azucenabaud,azucenabaud,Azucena Baud,user,1,1,2,1,2,2018:1,6
258477852,@BeatrizBug,BeatrizBug,Beatriz,user,1,0,3,0,3,2015:1,6
106154055,@belindassoy,belindassoy,Pilar Gua Bati🎗,user,1,0,3,0,3,2016:1,6
2786325435,@boigperCat,boigperCat,Boig per Cat / Seguim! 🏳️‍🌈,user,1,0,3,0,3,2018:1,6
433580758,@bugambilla26,bugambilla26,María,user,1,0,3,0,3,2019:1,6
351964965,@BYCHEMAOLMEDO,BYCHEMAOLMEDO,CHEMA OLMEDO PRESS,user,1,0,3,0,3,2016:1,6
553045559,@cacolorente,cacolorente,caco l,user,1,0,3,0,3,2016:1,6
2310569859,@caete2002,caete2002,CARLOS DEL TORO,user,1,0,3,0,3,2019:1,6
2656578804,@cant_economica,cant_economica,Cantabria Económica,user,1,0,2,0,3,2017:1,6
993617448,@CaraccioloPablo,CaraccioloPablo,Pablo Caracciolo,user,1,0,3,0,3,2016:1,6
28522618,@carmelojorda,carmelojorda,Carmelo Jordá,user,1,0,3,0,3,2015:1,6
509071336,@carmen_maron,carmen_maron,Carmen Marón Beltrán,user,1,0,3,0,3,2016:1,6
956847962252079104,@carmen_paint,carmen_paint,Carmen,user,1,0,3,0,3,2019:1,6
2194326185,@carmenlasosainz,carmenlasosainz,Carmen Laso Sainz,user,1,0,3,0,3,2014:1,6
254110966,@Carmigua1,Carmigua1,Carmen 🔻🤍,user,1,0,3,0,3,2016:1,6
384010771,@CarminaDomingui,CarminaDomingui,Carmina Dominguis,user,1,1,2,1,2,2014:1,6
242511903,@Carol_Raval,Carol_Raval,Carol 🐦,user,1,0,3,0,3,2018:1,6
1325480468,@casadiellin,casadiellin,RA,user,1,0,3,0,3,2017:1,6
701371404277698560,@CasimirCarreras,CasimirCarreras,KSMR,user,1,0,2,0,3,2017:1,6
935630905,@cescsenpau,cescsenpau,CescSenpauVillanueva,user,1,0,3,0,3,2019:1,6
283244840,@clementepolo,clementepolo,Clemente Polo,user,1,0,3,0,3,2015:1,6
438559349,@Comunase,Comunase,Alice 🤷‍♀️💜🙋‍♀️,user,1,0,3,0,3,2018:1,6
283563152,@concha_2021,concha_2021,Concha_2025,user,1,0,3,0,3,2019:1,6
2567743355,@conIUPodemos,conIUPodemos,ConIUsiPodemos,user,1,0,3,0,3,2019:1,6
4065631337,@cr326779,cr326779,nino rodriguez,user,1,0,3,0,3,2016:1,6
603820046,@crislamaestra,crislamaestra,Cristina Collado,user,1,0,3,0,3,2018:1,6
413206041,@Cromero_g,Cromero_g,Carlos Romero Gonzál,user,1,2,1,2,1,2018:1,6
1103388116,@cuchybasi,cuchybasi,Basilio Lorenzo,user,1,0,3,0,3,2018:1,6
161289359,@CyberElector,CyberElector,CyberElector,user,1,0,3,0,3,2017:1,6
158340720,@danidemo87,danidemo87,Dani💙❤️,user,1,0,3,0,3,2018:1,6
366730341,@DaniGonzalez68,DaniGonzalez68,El Errante,user,1,0,3,0,3,2016:1,6
749895356951961600,@DesmontaETT,DesmontaETT,Desmonta ETT,user,1,0,3,0,3,2016:1,6
3751505643,@dia_mab,dia_mab,dimamo,user,1,0,3,0,3,2017:1,6
115470314,@Dolors63,Dolors63,Dolors63 ||*||Aquí no s'ha acabat res!,user,1,0,3,0,3,2016:1,6
3437641437,@dotravez,dotravez,#loshuevos 👉✌️🇻🇪 🇵🇸 🇮🇷🇨🇺,user,1,0,3,0,3,2017:1,6
1262358540,@Ebbaba_H,Ebbaba_H,Ebbaba Hameida ابابة,user,1,1,2,1,2,2019:1,6
2956514847,@ElElectoral,ElElectoral,El Electoral,user,0,6,0,6,0,,6
966239840948846594,@Elfendetestas,Elfendetestas,Elfendetestas,user,1,0,3,0,3,2018:1,6
1060853043019894784,@ellatigo_,ellatigo_,El Látigo,user,1,0,3,0,3,2019:1,6
301904072,@ElPadreDeBrian,ElPadreDeBrian,El Padre de Brian,user,1,0,3,0,3,2019:1,6
352664586,@emicaza,emicaza,Emilce Espinola Caza,user,1,0,3,0,3,2018:1,6
17571475,@er_pllo,er_pllo,Èric Plaza,user,1,0,3,0,3,2014:1,6
915201333938016262,@esca_pep,esca_pep,M0L1Pny ||☆||,user,1,0,3,0,3,2018:1,6
375870176,@Espanolica,Espanolica,Paloma Álvarez🇪🇸✝🇮🇱,user,1,0,3,0,3,2015:1,6
296851757,@ester24474,ester24474,ESTER NAVARRO,user,1,0,3,0,3,2015:1,6
283893176,@Euskaraba,Euskaraba,Euskaraba,user,2,0,0,0,0,2019:2,6
2901146273,@evalartk,evalartk,M.Rajoy (maría) 🔻❤💛💜🏳‍🌈🇵🇸,user,1,0,3,0,3,2016:1,6
3153849208,@exZompivoro,exZompivoro,RatónColorao,user,1,0,3,0,3,2016:1,6
623546656,@fanjul_rosa,fanjul_rosa,Fanjul Rosa 💜💛❤,user,1,0,3,0,3,2019:1,6
3304675029,@fcastellanopab1,fcastellanopab1,Pablo F C🔻 Faltan 7291,user,1,0,3,0,3,2016:1,6
224014235,@ferminmm,ferminmm,Atholon F.R.Montilla,user,1,0,3,0,3,2016:1,6
956062571349659648,@FerPani2,FerPani2,"Fusilado n°18,934,144 🇯🇴🔻🇵🇹",user,1,0,3,0,3,2019:1,6
303803784,@filusias99,filusias99,zarzillo,user,1,0,3,0,3,2014:1,6
341446422,@fisplin,fisplin,óscar canal,user,1,0,3,0,3,2016:1,6
350846777,@fjavimarlo,fjavimarlo,Marlo,user,1,0,3,0,3,2018:1,6
379419502,@fjparrillagomez,fjparrillagomez,Javier Parrilla,user,1,0,3,0,3,2018:1,6
303162839,@forrestal1,forrestal1,forrestal,user,1,0,3,0,3,2018:1,6
4236004372,@fran_javi1997,fran_javi1997,Francisco Javier 🇪🇸❤️🇺🇦🇵🇸,user,1,0,3,0,3,2019:1,6
2196557070,@FRANCESCAGONZ37,FRANCESCAGONZ37,Francisca González 小龙女,user,1,0,3,0,3,2018:1,6
279533006,@Francina360rec,Francina360rec,Zina,user,1,0,3,0,3,2014:1,6
2163395742,@frapatcoxive,frapatcoxive,Frapatcoxive,user,1,0,3,0,3,2018:1,6
405809292,@G5u5P,G5u5P,parisino🔻,user,1,0,3,0,3,2019:1,6
970735844,@GabrielAraceli,GabrielAraceli,Gabriel de Araceli,user,1,0,3,0,3,2016:1,6
1448861688,@Gadeskiko,Gadeskiko,gades,user,1,0,3,0,3,2018:1,6
920359304707936258,@gemmaf51,gemmaf51,@gemma Franco,user,1,0,3,0,3,2018:1,6
3304592241,@germanbcn1231,germanbcn1231,German,user,1,0,3,0,3,2018:1,6
731076409,@gnesis666,gnesis666,Génesis 🔻,user,1,0,3,0,3,2016:1,6
264413309,@gonsapro,gonsapro,Gonzalo,user,1,0,3,0,3,2018:1,6
1466779220,@graciadeprat,graciadeprat,Gracia ❤️💛💜,user,1,0,3,0,3,2016:1,6
270058827,@gracitacary,gracitacary,Gracia Fernandez M,user,1,0,3,0,3,2016:1,6
828051910519316481,@gran_dalla,gran_dalla,GranDalla,user,1,0,3,0,3,2018:1,6
2755121436,@grinwall31,grinwall31,🟢💚🍀... E҉L҉ ҉G҉R҉I҉N҉CH...🍀💚🟢,user,1,0,3,0,3,2018:1,6
2387624166,@GSDcdeportivo,GSDcdeportivo,Club Deportivo GSD,user,1,1,2,1,2,2015:1,6
1101235918004994049,@HarticoEstoy,HarticoEstoy,Hartico Estoy,user,1,0,3,0,3,2019:1,6
293999764,@illoilloilloooo,illoilloilloooo,Carlos M🇪🇸🙏🇮🇱,user,1,0,3,0,3,2019:1,6
